weapon,abstract
503 宿州号护卫舰,"
	
 

        
        
          503 宿州号护卫舰，056型护卫舰，2012年12月在武昌造船厂开工建造，2014年5月下水，2015年2月11日正式加入中国人民解放军序列。 主尺度：长88.9米，宽11.14米，吃水4.3米 排水量：满载1300吨 动　力：柴柴联合(CODAD) 单轴，柴油机额定总功率12200KW 航　速：最高航速25节-30节 续航力：2000英里/18节 编　制：60人 武　器：防空导弹：1座8联装的FL3000舰空导弹发射装置 　　　　1座PJ26型单管76MM隐身舰炮 　　　　2座30毫米新型遥控舰炮 　　　　2座双联装鹰击-83反舰导弹发射装置 　　　　2座3联装鱼雷发射管——相关资料——·
        
        
           
        
        
          	"
594 株洲号护卫舰,"
	
 

        
        
          594 株洲号护卫舰，056型护卫舰，2013年11月30日在黄埔造船厂下水，2014年11月28日入列命名授旗仪式在浙江舟山某军港举行，隶属于海军东海舰队某水警区。主尺度：长88.9米，宽11.14米，吃水4.3米 排水量：满载1300吨 动　力：柴柴联合(CODAD) 单轴，柴油机额定总功率12200KW 航　速：最高航速25节-30节 续航力：2000英里/18节 编　制：60人 武　器：防空导弹：1座8联装的FL3000舰空导弹发射装置 　　　　1座PJ26型单管76MM隐身舰炮 　　　　2座30毫米新型遥控舰炮 　　　　2座双联装鹰击-83反舰导弹发射装置 　　　　2座3联装鱼雷发射管——相关资料——·【14年12月】新型导弹护卫舰株洲舰加入海军战斗序列 
        
        
           
        
        
          	"
595 潮州号护卫舰,"
	
 

        
        
          595 潮州号护卫舰，056型护卫舰，武昌造船厂制造，2013年11月14日下水，2014年11月28日入列命名授旗仪式在广东某军港举行。 主尺度：长88.9米，宽11.14米，吃水4.3米 排水量：满载1300吨 动　力：柴柴联合(CODAD) 单轴，柴油机额定总功率12200KW 航　速：最高航速25节-30节 续航力：2000英里/18节 编　制：60人 武　器：防空导弹：1座8联装的FL3000舰空导弹发射装置 　　　　1座PJ26型单管76MM隐身舰炮 　　　　2座30毫米新型遥控舰炮 　　　　2座双联装鹰击-83反舰导弹发射装置 　　　　2座3联装鱼雷发射管——相关资料——·【14年11月】中国海军最新1艘056护卫舰潮州舰入列[图] 
        
        
           
        
        
          	"
593 三门峡号护卫舰,"
	
 

        
        
          593 三门峡号护卫舰，056型护卫舰，沪东造船厂制造，2013年11月20日下水。2014年11月13日上午，入列命名授旗仪式在浙江舟山举行，正式加入东海舰队。 主尺度：长88.9米，宽11.14米，吃水4.3米 排水量：满载1300吨 动　力：柴柴联合(CODAD) 单轴，柴油机额定总功率12200KW 航　速：最高航速25节-30节 续航力：2000英里/18节 编　制：60人 武　器：防空导弹：1座8联装的FL3000舰空导弹发射装置 　　　　1座PJ26型单管76MM隐身舰炮 　　　　2座30毫米新型遥控舰炮 　　　　2座双联装鹰击-83反舰导弹发射装置 　　　　2座3联装鱼雷发射管——相关资料——·【14年11月】最新改进型056轻护首舰三门峡舰交付东海舰队[图] 
        
        
           
        
        
          	"
588 泉州号护卫舰,"
	
 

        
        
          588 泉州号护卫舰，056型护卫舰，沪东造船厂制造，2013年6月25日下水，2014年8月8日上午，入列命名授旗暨继承“海上猛虎艇”荣誉称号护卫舰仪式在厦门某军港隆重举行，正式加入东海舰队。 主尺度：长88.9米，宽11.14米，吃水4.3米 排水量：满载1300吨 动　力：柴柴联合(CODAD) 单轴，柴油机额定总功率12200KW 航　速：最高航速25节-30节 续航力：2000英里/18节 编　制：60人 武　器：防空导弹：1座8联装的FL3000舰空导弹发射装置 　　　　1座PJ26型单管76MM隐身舰炮 　　　　2座30毫米新型遥控舰炮 　　　　2座双联装鹰击-83反舰导弹发射装置 　　　　2座3联装鱼雷发射管——相关资料——·
        
        
           
        
        
          	"
591 抚顺号护卫舰,"
	
 

        
        
          591 抚顺号护卫舰，056型护卫舰，辽南造船厂制造，2013年8月1日下水，2014年7月12日举行入列命名仪式。 主尺度：长88.9米，宽11.14米，吃水4.3米 排水量：满载1300吨 动　力：柴柴联合(CODAD) 单轴，柴油机额定总功率12200KW 航　速：最高航速25节-30节 续航力：2000英里/18节 编　制：60人 武　器：防空导弹：1座8联装的FL3000舰空导弹发射装置 　　　　1座PJ26型单管76MM隐身舰炮 　　　　2座30毫米新型遥控舰炮 　　　　2座双联装鹰击-83反舰导弹发射装置 　　　　2座3联装鱼雷发射管——相关资料——·【14年07月】“抚顺舰”在旅顺正式入列[图]
        
        
           
        
        
          	"
589 清远号护卫舰,"
	
 

        
        
          589 清远号护卫舰，056型护卫舰，2013年5月30日在广州黄埔造船厂下水，2014年6月11日上午，海军南海舰队三亚某基地举行隆重的“清远舰”入列命名仪式。 主尺度：长88.9米，宽11.14米，吃水4.3米 排水量：满载1300吨 动　力：柴柴联合(CODAD) 单轴，柴油机额定总功率12200KW 航　速：最高航速25节-30节 续航力：2000英里/18节 编　制：60人 武　器：防空导弹：1座8联装的FL3000舰空导弹发射装置 　　　　1座PJ26型单管76MM隐身舰炮 　　　　2座30毫米新型遥控舰炮 　　　　2座双联装鹰击-83反舰导弹发射装置 　　　　2座3联装鱼雷发射管——相关资料——·【14年06月】“清远舰”正式入列南海舰队序列 
        
        
           
        
        
          	"
592 泸州号护卫舰,"
	
 

        
        
          592 泸州号护卫舰，056型护卫舰，武昌造船厂制造，2013年7月16日下水，2014年6月7日，海军泸州舰入列命名授旗仪式在南海舰队某基地隆重举行。主尺度：长88.9米，宽11.14米，吃水4.3米 排水量：满载1300吨 动　力：柴柴联合(CODAD) 单轴，柴油机额定总功率12200KW航　速：最高航速25节-30节续航力：2000英里/18节编　制：60人武　器：防空导弹：1座8联装的FL3000舰空导弹发射装置　　　　1座PJ26型单管76MM隐身舰炮　　　　2座30毫米新型遥控舰炮　　　　2座双联装鹰击-83反舰导弹发射装置　　　　2座3联装鱼雷发射管——相关资料——·
        
        
           
        
        
          	"
590 威海号护卫舰,"
	
 

        
        
          590 威海号护卫舰，056型护卫舰，辽南造船厂建造，2014年3月15日举行入列命名授旗仪式，服役于北海舰队。 主尺度：长88.9米，宽11.14米，吃水4.3米 排水量：满载1300吨 动　力：柴柴联合(CODAD) 单轴，柴油机额定总功率12200KW 航　速：最高航速25节-30节 续航力：2000英里/18节 编　制：60人 武　器：防空导弹：1座8联装的FL3000舰空导弹发射装置 　　　　1座PJ26型单管76MM隐身舰炮 　　　　2座30毫米新型遥控舰炮 　　　　2座双联装鹰击-83反舰导弹发射装置 　　　　2座3联装鱼雷发射管——相关资料——·【14年03月】新型护卫舰威海舰加入海军战斗序列[图] 
        
        
           
        
        
          	"
587 揭阳号护卫舰,"
	
 

        
        
          587 揭阳号护卫舰，056型护卫舰，2013年1月26日在广州黄埔造船厂下水，2014年1月26日在广东汕头某军港入列南海舰队。 主尺度：长88.9米，宽11.14米，吃水4.3米 排水量：满载1300吨 动　力：柴柴联合(CODAD) 单轴，柴油机额定总功率12200KW 航　速：最高航速25节-30节 续航力：2000英里/18节 编　制：60人 武　器：防空导弹：1座8联装的FL3000舰空导弹发射装置 　　　　1座PJ26型单管76MM隐身舰炮 　　　　2座30毫米新型遥控舰炮 　　　　2座双联装鹰击-83反舰导弹发射装置 　　　　2座3联装鱼雷发射管——相关资料——·【14年01月】海军新型护卫舰“揭阳舰”正式入列人民海军 
        
        
           
        
        
          	"
581 营口号护卫舰,"
	
 

        
        
          581 营口号护卫舰，056型(北约称：江道级)护卫舰，2012年11月18日在辽南造船厂下水，2013年8月1日入列命名授旗仪式在辽宁大连某军港举行。主尺度：长88.9米，宽11.14米，吃水4.3米 排水量：满载1300吨 动　力：柴柴联合(CODAD) 单轴，柴油机额定总功率12200KW 航　速：最高航速25节-30节 续航力：2000英里/18节 编　制：60人 武　器：防空导弹：1座8联装的FL3000舰空导弹发射装置 　　　　1座PJ26型单管76MM隐身舰炮 　　　　2座30毫米新型遥控舰炮 　　　　2座双联装鹰击-83反舰导弹发射装置 　　　　2座3联装鱼雷发射管 ——相关报道—— ·【13年08月】海军新一代轻型导弹护卫舰营口舰入列 
        
        
           
        
        
          	"
584 梅州号护卫舰,"
	
 

        
        
          584  梅州号护卫舰， 056型护卫舰，武昌造船厂制造，2012年7月31日下水，2013年7月29日在三亚某军港举行入列命名仪式，服役于南海舰队。主尺度：长88.9米，宽11.14米，吃水4.3米 排水量：满载1300吨 动　力：柴柴联合(CODAD) 单轴，柴油机额定总功率12200KW航　速：最高航速25节-30节续航力：2000英里/18节编　制：60人武　器：防空导弹：1座8联装的FL3000舰空导弹发射装置　　　　1座PJ26型单管76MM隐身舰炮　　　　2座30毫米新型遥控舰炮　　　　2座双联装鹰击-83反舰导弹发射装置　　　　2座3联装鱼雷发射管——相关资料——·【13年07月】南海舰队新1艘056护卫舰（梅州舰）入列[图] 
        
        
           
        
        
          	"
597 钦州号护卫舰,"
	
 

        
        
          597 钦州号护卫舰，056型护卫舰，2012年8月30日在广州黄埔造船厂下水，2013年6月交船，2013年7月1日在香港举行入列命名仪式。主尺度：长88.9米，宽11.14米，吃水4.3米 排水量：满载1300吨 动　力：柴柴联合(CODAD) 单轴，柴油机额定总功率12200KW航　速：最高航速25节-30节续航力：2000英里/18节编　制：60人武　器：防空导弹：1座8联装的FL3000舰空导弹发射装置　　　　1座PJ26型单管76MM隐身舰炮　　　　2座30毫米新型遥控舰炮　　　　2座双联装鹰击-83反舰导弹发射装置　　　　2座3联装鱼雷发射管——相关资料——·【13年07月】两艘新型护卫舰入列驻港部队 逾万香港市民参观[图] 
        
        
           
        
        
          	"
596 惠州号护卫舰,"
	
 

        
        
          596 惠州号护卫舰，056型护卫舰，广州黄埔造船厂建造，2012年6月3日下水，2013年7月1日在香港举行入列命名仪式。主尺度：长88.9米，宽11.14米，吃水4.3米 排水量：满载1300吨 动　力：柴柴联合(CODAD) 单轴，柴油机额定总功率12200KW航　速：最高航速25节-30节续航力：2000英里/18节编　制：60人武　器：防空导弹：1座8联装的FL3000舰空导弹发射装置　　　　1座PJ26型单管76MM隐身舰炮　　　　2座30毫米新型遥控舰炮　　　　2座双联装鹰击-83反舰导弹发射装置　　　　2座3联装鱼雷发射管——相关资料——·【13年07月】两艘新型护卫舰入列驻港部队 逾万香港市民参观[图] 
        
        
           
        
        
          	"
583 上饶号护卫舰,"
	
 

        
        
          583 上饶号护卫舰，056型(北约称：江道级)护卫舰，2012年8月19日在沪东造船厂下水。2013年6月10日入列命名授旗仪式在福建厦门举行。主尺度：长88.9米，宽11.14米，吃水4.3米 排水量：满载1300吨 动　力：柴柴联合(CODAD) 单轴，柴油机额定总功率12200KW航　速：最高航速25节-30节续航力：2000英里/18节编　制：60人武　器：防空导弹：1座8联装的FL3000舰空导弹发射装置　　　　1座PJ26型单管76MM隐身舰炮　　　　2座30毫米新型遥控舰炮　　　　2座双联装鹰击-83反舰导弹发射装置　　　　2座3联装鱼雷发射管——相关报道——·【13年06月】海军上饶舰入列命名授旗仪式举行[图] 
        
        
           
        
        
          	"
580 大同号护卫舰,"
	大同舰(舷号580)，属056型护卫舰。该舰集成了多型武器装备，隐身性能好，电磁兼容性强，先进技术应用广泛。大同舰由辽南造船厂承建，于2012年08月10日下水，2013年5月18日正式服役。
            	"
